EmpID,Age,AgeGroup,Attrition,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,AttritionRate
1451,58,55+,No,Research & Development,2,3,Life Sciences,Male,Research Director,2,10817,10k-15k,8,Yes,8,26,6,
1452,27,26-35,Yes,Sales,5,5,Life Sciences,Female,Sales Representative,3,16945,15k+,4,No,7,26,18,
1453,38,36-45,No,Sales,19,1,Technical Degree,Female,Manager,4,7927,5k-10k,4,Yes,36,1,5,
1454,57,55+,No,Human Resources,28,3,Marketing,Male,Manager,2,17683,15k+,5,No,8,29,3,
1455,30,26-35,No,Research & Development,18,1,Life Sciences,Female,Healthcare Representative,3,1697,Upto 5k,0,Yes,19,13,18,
1456,50,46-55,No,Human Resources,15,3,Human Resources,Male,Human Resources,2,17168,15k+,3,No,18,13,14,
1457,24,18-25,No,Sales,20,1,Marketing,Male,Sales Representative,4,8620,5k-10k,0,Yes,34,0,12,
1458,34,26-35,No,Sales,3,2,Medical,Male,Sales Representative,1,6467,5k-10k,5,No,29,2,0,
1459,22,18-25,No,Research & Development,16,5,Other,Female,Healthcare Representative,1,1644,Upto 5k,9,Yes,10,3,11,
1460,59,55+,No,Sales,23,5,Marketing,Male,Manager,2,3466,Upto 5k,2,No,34,3,0,
1461,27,26-35,No,Human Resources,19,4,Medical,Male,Manager,2,13772,10k-15k,5,Yes,31,16,4,
1462,18,18-25,Yes,Sales,4,1,Human Resources,Male,Sales Representative,1,9684,5k-10k,3,No,24,13,13,
1463,42,36-45,No,Sales,5,5,Technical Degree,Female,Manager,2,8048,5k-10k,0,Yes,2,2,10,
1464,44,36-45,No,Sales,7,4,Human Resources,Male,Sales Representative,1,5441,5k-10k,5,No,30,4,10,
1465,24,18-25,Yes,Sales,26,5,Life Sciences,Male,Sales Executive,4,17217,15k+,3,No,5,12,1,
1466,28,26-35,Yes,Human Resources,18,4,Human Resources,Male,Manager,4,6250,5k-10k,1,No,31,5,5,
1467,34,26-35,No,Sales,26,1,Technical Degree,Male,Sales Executive,2,11361,10k-15k,8,Yes,30,0,14,
1468,33,26-35,No,Research & Development,5,2,Marketing,Female,Healthcare Representative,2,14338,10k-15k,2,No,9,3,12,
1469,39,36-45,No,Sales,9,1,Medical,Male,Sales Executive,3,6933,5k-10k,4,No,30,11,12,
1470,31,26-35,No,Human Resources,12,3,Life Sciences,Male,Human Resources,2,6984,5k-10k,7,No,5,26,9,
